"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.87207,-73.90193,"Entire home/apt",0.35,5,30,"Kingsbridge","Bronx","2",346,90
40.77728,-73.97818,"Entire home/apt",0.39,51,13,"Upper West Side","Manhattan","1",0,110
40.72646,-73.95341,"Private room",0.36,42,3,"Greenpoint","Brooklyn","1",15,59
40.71015,-73.96101,"Entire home/apt",0.6,87,4,"Williamsburg","Brooklyn","1",71,195
40.71903,-73.9597,"Entire home/apt",0.67,99,1,"Williamsburg","Brooklyn","2",215,169
40.80892,-73.93985,"Entire home/apt",0.27,19,14,"East Harlem","Manhattan","3",253,113
40.80276,-73.9567,"Entire home/apt",0.31,17,14,"Harlem","Manhattan","1",78,250
40.77635,-73.93426,"Entire home/apt",2.01,288,2,"Astoria","Queens","1",257,115
40.72488,-73.95018,"Private room",0.01,0,2,"Greenpoint","Brooklyn","1",0,55
40.71398,-73.95763,"Private room",2.17,325,2,"Williamsburg","Brooklyn","2",8,69
40.71876,-73.98394,"Entire home/apt",2.81,425,3,"Lower East Side","Manhattan","1",191,150
40.66552,-73.99019,"Entire home/apt",3.97,592,2,"South Slope","Brooklyn","3",182,169
40.73749,-73.95292,"Private room",0.36,53,3,"Greenpoint","Brooklyn","28",79,179
40.76248,-73.9913,"Private room",0.36,53,3,"Hell's Kitchen","Manhattan","1",49,150
40.68674,-73.98876,"Entire home/apt",0.1,4,4,"Boerum Hill","Brooklyn","1",0,135
40.6848,-73.96219,"Entire home/apt",0.3,19,6,"Clinton Hill","Brooklyn","1",156,350
40.70516,-73.95455,"Private room",0.76,105,14,"Williamsburg","Brooklyn","6",343,120
40.72329,-73.98486,"Private room",1.81,272,2,"East Village","Manhattan","1",200,71
40.73776,-73.95327,"Private room",0.09,6,3,"Greenpoint","Brooklyn","28",60,349
40.73738,-73.95482,"Private room",0.07,10,3,"Greenpoint","Brooklyn","28",60,349
40.67542,-73.98142,"Entire home/apt",0.51,41,30,"Park Slope","Brooklyn","2",189,165
40.73842,-73.95312,"Private room",0.02,1,3,"Greenpoint","Brooklyn","28",60,249
40.6926,-73.99832,"Private room",0.68,56,3,"Brooklyn Heights","Brooklyn","2",0,100
40.69441,-73.99771,"Entire home/apt",0.85,119,3,"Brooklyn Heights","Brooklyn","2",106,200
40.72399,-73.98374,"Entire home/apt",2.4,351,4,"East Village","Manhattan","1",276,169
40.6824,-73.94615,"Entire home/apt",1.07,68,3,"Bedford-Stuyvesant","Brooklyn","1",248,185
40.68949,-73.91708,"Entire home/apt",2.27,334,2,"Bushwick","Brooklyn","1",194,65
40.68819,-73.97258,"Entire home/apt",0.05,6,35,"Fort Greene","Brooklyn","1",135,130
40.7205,-73.96015,"Entire home/apt",0.11,9,30,"Williamsburg","Brooklyn","1",30,199
40.72451,-73.98094,"Entire home/apt",0.33,43,2,"East Village","Manhattan","1",0,225
40.73813,-73.95394,"Private room",0.14,19,3,"Greenpoint","Brooklyn","28",81,179
40.67591,-73.94715,"Entire home/apt",0.05,5,5,"Crown Heights","Brooklyn","1",0,150
40.72843,-73.98895,"Entire home/apt",3.88,576,1,"East Village","Manhattan","1",142,139
40.71271,-73.99776,"Private room",2.22,330,3,"Two Bridges","Manhattan","2",60,95
40.66966,-73.94735,"Entire home/apt",0.11,14,15,"Crown Heights","Brooklyn","5",179,79
40.71965,-73.98766,"Entire home/apt",1.51,224,2,"Lower East Side","Manhattan","2",52,150
40.68048,-73.94911,"Entire home/apt",2.26,324,3,"Bedford-Stuyvesant","Brooklyn","4",324,90
40.68314,-73.93963,"Entire home/apt",0.76,111,2,"Bedford-Stuyvesant","Brooklyn","2",237,120
40.75961,-73.91117,"Private room",1.21,62,1,"Astoria","Queens","2",365,80
40.69305,-73.93185,"Entire home/apt",3.74,553,2,"Bedford-Stuyvesant","Brooklyn","1",204,175
40.67174,-73.95663,"Entire home/apt",1.04,153,5,"Crown Heights","Brooklyn","1",272,120
40.71055,-73.95098,"Entire home/apt",0.13,10,7,"Williamsburg","Brooklyn","1",0,140
40.69465,-73.95458,"Entire home/apt",0.07,5,5,"Bedford-Stuyvesant","Brooklyn","1",9,200
40.68413,-73.96542,"Private room",0.11,16,4,"Clinton Hill","Brooklyn","3",365,165
40.73877,-73.97707,"Entire home/apt",0.01,0,4,"Kips Bay","Manhattan","3",181,125
40.74893,-73.99544,"Entire home/apt",0.19,21,30,"Chelsea","Manhattan","1",189,130
40.79406,-73.94102,"Shared room",1.31,190,7,"East Harlem","Manhattan","2",0,65
40.68795,-73.97332,"Entire home/apt",0.15,21,30,"Fort Greene","Brooklyn","1",189,123
40.85295,-73.93361,"Private room",1.37,200,2,"Washington Heights","Manhattan","1",296,67
40.66918,-73.99187,"Entire home/apt",0.99,145,7,"Gowanus","Brooklyn","1",35,130
40.71125,-73.95613,"Private room",0.31,42,3,"Williamsburg","Brooklyn","1",0,100
40.78558,-73.9696,"Entire home/apt",0.46,47,21,"Upper West Side","Manhattan","1",35,212
40.71577,-73.96053,"Entire home/apt",1.76,184,3,"Williamsburg","Brooklyn","1",359,190
40.73861,-73.95485,"Private room",0.09,10,3,"Greenpoint","Brooklyn","28",60,599
40.72577,-73.98745,"Entire home/apt",1.68,241,5,"East Village","Manhattan","2",365,249
40.58615,-73.81245,"Private room",0.13,9,27,"Rockaway Beach","Queens","1",335,70
40.67086,-73.94872,"Entire home/apt",0.16,19,30,"Crown Heights","Brooklyn","5",282,100
40.82773,-73.95231,"Private room",3.83,564,3,"Harlem","Manhattan","2",247,60
40.68505,-73.95684,"Entire home/apt",0.87,126,2,"Bedford-Stuyvesant","Brooklyn","1",102,135
40.72911,-73.95493,"Entire home/apt",2.53,366,3,"Greenpoint","Brooklyn","3",274,175
40.77944,-73.98567,"Entire home/apt",0.56,72,5,"Upper West Side","Manhattan","1",201,120
40.74503,-73.98876,"Entire home/apt",0.57,80,18,"Midtown","Manhattan","1",98,169
40.67539,-73.96093,"Entire home/apt",0.03,1,7,"Crown Heights","Brooklyn","1",157,165
40.8054,-73.95189,"Private room",0.02,0,1,"Harlem","Manhattan","1",0,90
40.78491,-73.9508,"Entire home/apt",0.57,73,2,"Upper East Side","Manhattan","1",312,225
40.69088,-73.97307,"Private room",1.66,236,2,"Fort Greene","Brooklyn","2",331,95
40.67555,-73.95057,"Private room",2.51,365,2,"Crown Heights","Brooklyn","2",275,55
40.75835,-73.99193,"Private room",1.17,166,10,"Hell's Kitchen","Manhattan","1",174,85
40.66527,-73.9886,"Entire home/apt",0.28,38,14,"South Slope","Brooklyn","2",223,199
40.71895,-73.99434,"Entire home/apt",0.6,76,1,"Lower East Side","Manhattan","3",361,211
40.75579,-73.96699,"Entire home/apt",0.4,47,6,"Midtown","Manhattan","1",0,145
40.82399,-73.95328,"Private room",0.35,51,14,"Harlem","Manhattan","1",283,65
40.81822,-73.94095,"Entire home/apt",3.23,474,1,"Harlem","Manhattan","1",220,99
40.76434,-73.92132,"Entire home/apt",0.32,44,4,"Astoria","Queens","1",363,110
40.67705,-73.94925,"Entire home/apt",2.27,333,3,"Crown Heights","Brooklyn","4",315,80
40.69263,-73.99438,"Entire home/apt",0.96,108,30,"Brooklyn Heights","Brooklyn","1",281,150
40.68448,-73.92747,"Entire home/apt",0.75,104,4,"Bedford-Stuyvesant","Brooklyn","1",283,110
40.74412,-74.00208,"Private room",0.36,45,2,"Chelsea","Manhattan","1",20,290
40.70665,-73.94061,"Entire home/apt",0.51,74,4,"Williamsburg","Brooklyn","1",331,190
40.72063,-73.95952,"Entire home/apt",0.31,43,2,"Williamsburg","Brooklyn","1",36,200
40.67644,-73.98082,"Entire home/apt",0.23,18,2,"Park Slope","Brooklyn","2",7,165
40.80481,-73.94794,"Entire home/apt",1.44,209,2,"Harlem","Manhattan","2",301,110
40.72533,-73.99143,"Entire home/apt",0.73,104,2,"East Village","Manhattan","1",170,395
40.68569,-73.93038,"Private room",0.54,55,2,"Bedford-Stuyvesant","Brooklyn","2",307,99
40.64302,-73.97255,"Private room",0.94,118,1,"Kensington","Brooklyn","2",365,39
40.72939,-73.98857,"Entire home/apt",4.1,604,2,"East Village","Manhattan","3",201,189
40.79918,-73.96607,"Private room",0.03,2,1,"Upper West Side","Manhattan","1",0,85
40.66862,-73.9926,"Entire home/apt",0.03,1,30,"Gowanus","Brooklyn","1",316,260
40.81333,-73.94453,"Entire home/apt",1.18,170,1,"Harlem","Manhattan","5",271,122
40.72473,-73.95199,"Entire home/apt",1.79,262,2,"Greenpoint","Brooklyn","1",139,165
40.70925,-73.85262,"Entire home/apt",1.21,41,3,"Forest Hills","Queens","3",209,97
40.73215,-74.00922,"Entire home/apt",0.25,25,4,"West Village","Manhattan","1",0,170
40.71109,-73.94332,"Entire home/apt",0.15,12,2,"Williamsburg","Brooklyn","1",0,125
40.7463,-73.97926,"Private room",1.07,153,4,"Murray Hill","Manhattan","1",193,130
40.71823,-73.95849,"Entire home/apt",0.38,32,10,"Williamsburg","Brooklyn","1",52,225
40.651,-73.94886,"Private room",2.69,390,2,"East Flatbush","Brooklyn","2",136,50
40.68626,-73.97598,"Entire home/apt",0.91,127,3,"Fort Greene","Brooklyn","2",286,170
40.74488,-74.001,"Entire home/apt",0.1,8,4,"Chelsea","Manhattan","1",0,132
40.67632,-73.97616,"Entire home/apt",0.21,26,7,"Park Slope","Brooklyn","1",18,250
40.72212,-73.94254,"Entire home/apt",0.21,9,5,"Greenpoint","Brooklyn","1",9,141
40.67456,-73.95151,"Entire home/apt",0.73,93,20,"Crown Heights","Brooklyn","1",3,64
40.71363,-73.96019,"Entire home/apt",1.55,224,3,"Williamsburg","Brooklyn","1",277,249
40.6755,-73.95878,"Private room",1.18,109,2,"Crown Heights","Brooklyn","1",0,79
40.72274,-73.97581,"Entire home/apt",0.71,100,2,"East Village","Manhattan","1",233,185
40.6858,-73.9828,"Entire home/apt",2.41,343,3,"Boerum Hill","Brooklyn","1",221,120
40.67535,-73.97654,"Entire home/apt",0.41,37,1,"Park Slope","Brooklyn","1",355,495
40.72255,-73.99346,"Entire home/apt",0.21,10,3,"Nolita","Manhattan","1",0,375
40.72094,-73.99706,"Entire home/apt",0.69,99,3,"Nolita","Manhattan","1",277,175
40.72485,-73.97813,"Entire home/apt",0.23,14,4,"East Village","Manhattan","1",0,150
40.80473,-73.9532,"Entire home/apt",0.17,24,8,"Harlem","Manhattan","1",343,259
40.72217,-73.98419,"Private room",0.58,26,1,"East Village","Manhattan","1",0,96
40.71943,-73.9565,"Entire home/apt",0.08,5,7,"Williamsburg","Brooklyn","1",0,145
40.79264,-73.97294,"Entire home/apt",0.08,2,5,"Upper West Side","Manhattan","1",0,95
40.65749,-73.97675,"Entire home/apt",0.72,73,4,"Windsor Terrace","Brooklyn","1",188,250
40.80474,-73.94688,"Entire home/apt",0.76,109,2,"Harlem","Manhattan","2",264,295
40.72831,-74.00177,"Entire home/apt",0.19,10,3,"Greenwich Village","Manhattan","1",0,175
40.71541,-73.94144,"Entire home/apt",0.86,103,2,"Williamsburg","Brooklyn","1",331,451
40.79765,-73.96245,"Entire home/apt",2.18,284,2,"Upper West Side","Manhattan","1",236,165
40.89747,-73.8639,"Entire home/apt",2.49,292,1,"Woodlawn","Bronx","1",309,77
40.72008,-73.98404,"Entire home/apt",0.2,28,4,"Lower East Side","Manhattan","1",0,250
40.75725,-73.91098,"Entire home/apt",4.34,618,1,"Astoria","Queens","1",245,129
40.7102,-73.94495,"Private room",0.09,10,2,"Williamsburg","Brooklyn","4",0,98
40.72674,-73.9782,"Private room",0.3,33,7,"East Village","Manhattan","1",359,95
40.81156,-73.94571,"Private room",1.22,173,3,"Harlem","Manhattan","5",333,55
40.80497,-73.95016,"Entire home/apt",2.14,304,2,"Harlem","Manhattan","3",258,300
40.7385,-73.91806,"Private room",0.55,67,40,"Sunnyside","Queens","3",236,42
40.72937,-73.95671,"Entire home/apt",1.09,153,2,"Greenpoint","Brooklyn","1",22,125
40.72587,-73.98438,"Private room",1.8,260,3,"East Village","Manhattan","1",236,175
40.82426,-73.9463,"Private room",0.42,43,3,"Harlem","Manhattan","3",365,75
40.71624,-73.96272,"Entire home/apt",0.5,55,45,"Williamsburg","Brooklyn","1",89,255
40.68101,-73.94081,"Entire home/apt",0.91,129,31,"Bedford-Stuyvesant","Brooklyn","1",164,72
40.68669,-73.91989,"Private room",0.28,27,1,"Bedford-Stuyvesant","Brooklyn","4",311,165
40.71534,-73.95914,"Entire home/apt",1.28,174,5,"Williamsburg","Brooklyn","1",23,165
40.68288,-73.96024,"Private room",0.44,62,3,"Clinton Hill","Brooklyn","2",365,75
40.72489,-73.95494,"Entire home/apt",0.05,2,5,"Greenpoint","Brooklyn","1",0,130
40.70867,-73.94284,"Entire home/apt",4,573,2,"Williamsburg","Brooklyn","1",222,139
40.67963,-73.93908,"Private room",0.68,95,1,"Bedford-Stuyvesant","Brooklyn","3",238,88
40.6798,-73.93908,"Private room",0.41,57,1,"Bedford-Stuyvesant","Brooklyn","3",218,80
40.74346,-73.99882,"Private room",1.79,55,2,"Chelsea","Manhattan","1",0,150
40.77724,-73.98109,"Entire home/apt",0.12,13,3,"Upper West Side","Manhattan","1",0,200
40.72972,-73.97995,"Entire home/apt",1.08,152,2,"East Village","Manhattan","1",235,200
40.74102,-73.91681,"Private room",0.43,59,40,"Sunnyside","Queens","3",246,42
40.71309,-73.94128,"Private room",0.03,2,6,"Williamsburg","Brooklyn","1",0,90
40.83096,-73.94633,"Entire home/apt",2.33,337,3,"Harlem","Manhattan","1",247,295
40.71323,-73.95745,"Entire home/apt",0.79,48,5,"Williamsburg","Brooklyn","1",15,450
40.67212,-73.9506,"Entire home/apt",0.35,43,2,"Crown Heights","Brooklyn","1",119,130
40.71023,-73.96665,"Private room",2.31,217,3,"Williamsburg","Brooklyn","3",0,89
40.80523,-73.95139,"Entire home/apt",0.44,61,5,"Harlem","Manhattan","2",234,198
40.72636,-73.98917,"Entire home/apt",2.92,419,2,"East Village","Manhattan","3",257,99
40.72185,-73.93956,"Private room",0.89,126,4,"Greenpoint","Brooklyn","3",350,46
40.72351,-73.99683,"Private room",0.56,79,2,"SoHo","Manhattan","1",221,140
40.6809,-73.99233,"Entire home/apt",0.07,8,7,"Carroll Gardens","Brooklyn","1",0,500
40.80525,-73.95916,"Private room",0.59,74,5,"Morningside Heights","Manhattan","2",201,75
40.74,-73.91901,"Private room",0.32,44,44,"Sunnyside","Queens","3",161,33
40.80006,-73.96049,"Entire home/apt",1.94,226,31,"Upper West Side","Manhattan","1",259,250
40.70283,-73.92131,"Private room",6.7,719,3,"Bushwick","Brooklyn","1",0,60
40.84468,-73.94303,"Private room",0.35,50,2,"Washington Heights","Manhattan","1",222,75
40.68252,-73.99619,"Entire home/apt",0.06,4,5,"Carroll Gardens","Brooklyn","1",0,350
40.74342,-73.99483,"Entire home/apt",0.04,3,9,"Chelsea","Manhattan","2",76,205
40.67853,-73.98089,"Entire home/apt",0.03,1,5,"Park Slope","Brooklyn","1",0,219
40.6788,-73.97643,"Private room",0.21,24,1,"Park Slope","Brooklyn","6",258,60
40.77886,-73.98042,"Entire home/apt",1.33,188,2,"Upper West Side","Manhattan","1",14,185
40.72578,-73.97879,"Entire home/apt",1.6,219,3,"East Village","Manhattan","1",27,190
40.66085,-73.98537,"Entire home/apt",1.06,150,28,"South Slope","Brooklyn","1",167,105
40.80113,-73.94503,"Entire home/apt",0.12,8,2,"East Harlem","Manhattan","2",68,250
40.78569,-73.97581,"Entire home/apt",0.12,6,65,"Upper West Side","Manhattan","1",358,175
40.82411,-73.94934,"Private room",0.43,60,2,"Harlem","Manhattan","2",59,65
40.68131,-73.95332,"Entire home/apt",1.09,81,2,"Bedford-Stuyvesant","Brooklyn","1",0,75
40.85811,-73.90675,"Private room",1.21,169,4,"University Heights","Bronx","1",232,37
40.70667,-73.96524,"Entire home/apt",0.89,123,2,"Williamsburg","Brooklyn","2",15,85
40.7932,-73.94007,"Entire home/apt",0.16,11,2,"East Harlem","Manhattan","1",0,79
40.68768,-73.97611,"Private room",0.55,52,2,"Fort Greene","Brooklyn","2",161,85
40.80224,-73.94558,"Private room",0.18,12,2,"Harlem","Manhattan","2",88,170
40.71473,-73.98842,"Private room",0.04,2,3,"Lower East Side","Manhattan","2",337,115
40.80518,-73.95359,"Private room",0.47,45,5,"Harlem","Manhattan","2",247,89
40.80827,-73.95329,"Shared room",4.6,251,3,"Harlem","Manhattan","1",248,49
40.72901,-73.95812,"Private room",2.49,357,3,"Greenpoint","Brooklyn","1",287,91
40.73476,-73.98452,"Entire home/apt",1.13,155,2,"Gramercy","Manhattan","1",304,400
40.69055,-73.92357,"Entire home/apt",0.46,13,2,"Bushwick","Brooklyn","1",0,150
40.7735,-73.98697,"Entire home/apt",0.33,33,30,"Upper West Side","Manhattan","11",0,2000
40.67505,-73.95969,"Entire home/apt",0.32,38,3,"Crown Heights","Brooklyn","1",193,97
40.72974,-73.98201,"Private room",0.51,70,4,"East Village","Manhattan","2",43,100
40.70925,-73.95425,"Entire home/apt",0.24,32,4,"Williamsburg","Brooklyn","1",25,179
40.72315,-73.95226,"Entire home/apt",0.21,29,2,"Greenpoint","Brooklyn","2",127,500
40.73939,-73.99612,"Entire home/apt",0.9,26,10,"Chelsea","Manhattan","1",0,429
40.74112,-73.97686,"Entire home/apt",0.95,133,6,"Kips Bay","Manhattan","1",303,189
40.72019,-73.98217,"Private room",1.04,147,2,"Lower East Side","Manhattan","1",345,120
40.72133,-73.99666,"Entire home/apt",0.06,8,1,"Nolita","Manhattan","3",115,300
40.75744,-73.92163,"Entire home/apt",0.22,26,30,"Astoria","Queens","8",200,107
40.75695,-73.9202,"Entire home/apt",0.26,33,30,"Astoria","Queens","8",271,95
40.8296,-73.94651,"Entire home/apt",1.17,161,2,"Harlem","Manhattan","1",12,199
40.79056,-73.9468,"Entire home/apt",0.91,127,2,"East Harlem","Manhattan","1",268,120
40.73631,-73.99977,"Entire home/apt",0.69,93,15,"West Village","Manhattan","2",89,199
40.86466,-73.85709,"Entire home/apt",2.84,400,2,"Allerton","Bronx","2",347,125
40.71312,-73.96199,"Private room",2.4,335,2,"Williamsburg","Brooklyn","1",37,70
40.71297,-73.94336,"Private room",1.55,119,4,"Williamsburg","Brooklyn","1",0,75
40.73712,-74.00166,"Private room",0.07,6,30,"West Village","Manhattan","1",359,100
40.69242,-73.95097,"Entire home/apt",1.97,274,2,"Bedford-Stuyvesant","Brooklyn","2",287,99
40.73862,-73.99758,"Entire home/apt",0.02,1,1,"Chelsea","Manhattan","1",0,250
40.7158,-73.95803,"Entire home/apt",0.02,0,6,"Williamsburg","Brooklyn","1",233,350
40.68262,-73.97299,"Entire home/apt",0.7,83,3,"Prospect Heights","Brooklyn","1",129,170
40.73217,-73.98801,"Entire home/apt",0.68,67,1,"East Village","Manhattan","1",0,165
40.76311,-73.99388,"Private room",1,132,1,"Hell's Kitchen","Manhattan","1",353,99
40.74695,-74.00454,"Private room",0.02,0,4,"Chelsea","Manhattan","1",365,255
40.67497,-73.87305,"Entire home/apt",1.86,263,3,"East New York","Brooklyn","1",297,169
40.66788,-73.94813,"Entire home/apt",0.94,134,4,"Crown Heights","Brooklyn","1",56,99
40.76684,-73.95944,"Entire home/apt",0.41,58,7,"Upper East Side","Manhattan","1",44,169
40.68967,-73.95445,"Entire home/apt",0.44,60,3,"Bedford-Stuyvesant","Brooklyn","1",355,160
40.67946,-73.96501,"Entire home/apt",0.35,47,3,"Prospect Heights","Brooklyn","1",156,215
40.66944,-73.98083,"Entire home/apt",2.02,260,3,"Park Slope","Brooklyn","1",273,130
40.72566,-73.97748,"Private room",0.85,112,3,"East Village","Manhattan","2",274,110
40.7709,-73.99181,"Private room",0.45,64,28,"Hell's Kitchen","Manhattan","2",258,150
40.71943,-73.95958,"Private room",0.54,65,30,"Williamsburg","Brooklyn","1",276,65
40.74249,-73.92466,"Private room",1.68,237,2,"Sunnyside","Queens","1",65,75
40.74033,-74.00024,"Entire home/apt",0.27,26,6,"Chelsea","Manhattan","2",0,149
40.7969,-73.96128,"Private room",0.37,33,6,"Upper West Side","Manhattan","1",180,89
40.83403,-73.94553,"Private room",2.35,330,1,"Washington Heights","Manhattan","1",343,50
40.65513,-73.95641,"Private room",6.62,599,1,"Prospect-Lefferts Gardens","Brooklyn","2",43,43
40.65589,-73.95539,"Private room",0.84,106,1,"Prospect-Lefferts Gardens","Brooklyn","2",96,42
40.70275,-73.94501,"Private room",0.97,60,1,"Williamsburg","Brooklyn","1",59,85
40.68897,-73.93569,"Entire home/apt",1.19,123,3,"Bedford-Stuyvesant","Brooklyn","1",255,139
40.67617,-73.98136,"Private room",2.21,310,1,"Park Slope","Brooklyn","2",252,105
40.67595,-73.98053,"Entire home/apt",0.16,10,5,"Park Slope","Brooklyn","1",0,265
40.76415,-73.99067,"Entire home/apt",1.29,180,1,"Hell's Kitchen","Manhattan","1",20,149
40.83127,-73.94718,"Private room",3.9,433,2,"Harlem","Manhattan","2",188,68
40.68497,-73.95592,"Entire home/apt",2.18,310,3,"Bedford-Stuyvesant","Brooklyn","1",304,99
40.82922,-73.94174,"Private room",0.65,69,3,"Harlem","Manhattan","2",38,75
40.71137,-73.94362,"Private room",2.85,405,2,"Williamsburg","Brooklyn","1",254,100
40.73089,-73.98195,"Entire home/apt",0.26,28,30,"East Village","Manhattan","1",46,160
40.6755,-73.97859,"Entire home/apt",1.62,150,4,"Park Slope","Brooklyn","1",328,190
40.68812,-73.94934,"Private room",0.76,64,4,"Bedford-Stuyvesant","Brooklyn","3",0,67
40.7694,-73.9572,"Entire home/apt",0.08,6,1,"Upper East Side","Manhattan","1",0,190
40.68634,-73.96161,"Entire home/apt",0.61,84,2,"Clinton Hill","Brooklyn","6",199,248
40.7093,-73.9497,"Private room",0.09,6,6,"Williamsburg","Brooklyn","1",249,100
